customer_id,tier,lifetime_value,feedback_count,negative_count,avg_churn_risk_score,max_priority_score
CUST-004330,Bronze,147.2,10,5,0.35,55.7
CUST-003820,Bronze,206.53,20,10,0.35,60.7
CUST-005418,Bronze,259.36,16,8,0.35,62.8
CUST-000931,Bronze,119.21,16,8,0.35,77.1
CUST-006559,Bronze,122.88,10,5,0.35,56.9
CUST-003459,Bronze,103.12,20,10,0.35,56.3
CUST-007489,Bronze,96.14,18,9,0.35,56.0
CUST-002697,Bronze,174.47,8,4,0.35,58.3
CUST-006787,Bronze,148.79,10,5,0.35,54.2
CUST-004941,Bronze,81.87,18,9,0.35,54.4
CUST-000120,Bronze,107.86,16,8,0.35,55.4
CUST-002584,Bronze,110.16,16,8,0.35,57.5
CUST-006668,Bronze,75.8,18,9,0.35,56.2
CUST-004938,Bronze,121.51,18,9,0.35,55.6
CUST-003269,Bronze,78.68,18,9,0.35,54.5
CUST-001556,Bronze,109.25,16,8,0.35,56.8
CUST-007942,Bronze,184.04,20,10,0.35,58.5
CUST-006996,Bronze,237.25,18,9,0.35,60.3
CUST-006206,Bronze,141.94,10,5,0.35,52.1
CUST-002951,Bronze,88.08,10,5,0.35,49.2
CUST-004417,Bronze,104.61,20,10,0.35,56.4
CUST-006250,Bronze,223.76,10,5,0.35,58.9
CUST-007042,Bronze,148.87,16,8,0.35,57.8
CUST-003125,Bronze,209.21,27,13,0.34740740740740744,59.3
CUST-004171,Bronze,170.48,27,13,0.34740740740740744,60.6
CUST-003425,Bronze,74.65,25,12,0.3472,55.9
CUST-004306,Bronze,55.23,25,12,0.3472,56.3
CUST-004576,Bronze,178.64,25,12,0.3472,60.2
CUST-005187,Bronze,214.55,23,11,0.34695652173913044,60.8
CUST-005969,Bronze,285.48,23,11,0.34695652173913044,82.3
CUST-004793,Bronze,211.79,23,11,0.34695652173913044,58.6
CUST-002403,Bronze,117.9,23,11,0.34695652173913044,57.5
CUST-006301,Bronze,210.48,23,11,0.34695652173913044,60.7
CUST-000361,Bronze,174.81,23,11,0.34695652173913044,58.4
CUST-006746,Bronze,151.34,23,11,0.34695652173913044,58.1
CUST-007628,Bronze,196.34,23,11,0.34695652173913044,59.4
CUST-000392,Bronze,187.6,23,11,0.34695652173913044,60.1
CUST-002084,Bronze,104.95,23,11,0.34695652173913044,55.2
CUST-007938,Bronze,207.19,23,11,0.34695652173913044,61.7
CUST-003480,Bronze,163.6,23,11,0.34695652173913044,59.3
CUST-002494,Bronze,151.63,23,11,0.34695652173913044,57.8
CUST-000158,Bronze,213.93,21,10,0.3466666666666667,59.5
CUST-007092,Bronze,107.56,21,10,0.3466666666666667,57.3
CUST-006978,Bronze,92.67,21,10,0.3466666666666667,54.7
CUST-000777,Bronze,118.13,21,10,0.3466666666666667,55.8
CUST-002709,Bronze,132.5,21,10,0.3466666666666667,57.6
CUST-004691,Bronze,165.86,21,10,0.3466666666666667,58.1
CUST-000188,Bronze,415.54,21,10,0.3466666666666667,61.7
CUST-006028,Bronze,106.32,21,10,0.3466666666666667,56.3
CUST-003680,Bronze,100.81,21,10,0.3466666666666667,56.2
CUST-005152,Bronze,128.77,21,10,0.3466666666666667,56.6
CUST-005992,Bronze,96.49,21,10,0.3466666666666667,75.5
CUST-007906,Bronze,107.89,21,10,0.3466666666666667,76.7
CUST-005226,Bronze,203.94,21,10,0.3466666666666667,61.3
CUST-006910,Bronze,145.22,21,10,0.3466666666666667,58.4
CUST-003009,Bronze,208.28,21,10,0.3466666666666667,79.5
CUST-003881,Bronze,307.56,21,10,0.3466666666666667,61.6
CUST-005646,Bronze,133.51,21,10,0.3466666666666667,59.0
CUST-001932,Bronze,231.55,21,10,0.3466666666666667,62.4
CUST-004778,Bronze,314.4,21,10,0.3466666666666667,61.9
CUST-001732,Bronze,94.25,21,10,0.3466666666666667,54.7
CUST-003153,Bronze,199.19,21,10,0.3466666666666667,60.4
CUST-007150,Bronze,189.65,21,10,0.3466666666666667,58.4
CUST-000338,Bronze,78.94,19,9,0.3463157894736842,54.3
CUST-007990,Bronze,138.19,19,9,0.3463157894736842,56.7
CUST-006235,Bronze,162.15,19,9,0.3463157894736842,59.6
CUST-001843,Bronze,185.65,19,9,0.3463157894736842,60.4
CUST-005229,Bronze,189.45,19,9,0.3463157894736842,73.4
CUST-003253,Bronze,123.48,19,9,0.3463157894736842,55.1
CUST-002375,Bronze,286.22,19,9,0.3463157894736842,60.7
CUST-006665,Bronze,226.14,19,9,0.3463157894736842,59.9
CUST-003330,Bronze,134.14,19,9,0.3463157894736842,56.7
CUST-002897,Bronze,231.65,19,9,0.3463157894736842,60.3
CUST-001408,Bronze,88.34,19,9,0.3463157894736842,55.6
CUST-003786,Bronze,162.82,19,9,0.3463157894736842,58.0
CUST-007487,Bronze,113.15,19,9,0.3463157894736842,55.9
CUST-002178,Bronze,174.15,19,9,0.3463157894736842,58.5
CUST-006887,Bronze,234.34,19,9,0.3463157894736842,62.4
CUST-007536,Bronze,253.59,19,9,0.3463157894736842,58.5
CUST-002957,Bronze,195.24,19,9,0.3463157894736842,59.3
CUST-003603,Bronze,114.34,19,9,0.3463157894736842,54.4
CUST-007788,Bronze,193.6,19,9,0.3463157894736842,57.8
CUST-006535,Bronze,252.67,19,9,0.3463157894736842,61.1
CUST-006542,Bronze,170.49,19,9,0.3463157894736842,58.3
CUST-002945,Bronze,124.81,19,9,0.3463157894736842,57.4
CUST-007530,Bronze,141.83,19,9,0.3463157894736842,57.3
CUST-005343,Bronze,277.1,19,9,0.3463157894736842,62.6
CUST-004666,Bronze,233.76,19,9,0.3463157894736842,60.8
CUST-005524,Bronze,95.14,19,9,0.3463157894736842,66.1
CUST-003610,Bronze,69.42,19,9,0.3463157894736842,55.8
CUST-007964,Bronze,166.89,19,9,0.3463157894736842,60.1
CUST-006324,Bronze,109.15,17,8,0.3458823529411765,57.4
CUST-000382,Bronze,172.43,17,8,0.3458823529411765,55.6
CUST-003902,Bronze,241.8,17,8,0.3458823529411765,61.3
CUST-003417,Bronze,177.01,17,8,0.3458823529411765,58.4
CUST-007615,Bronze,231.75,17,8,0.3458823529411765,60.1
CUST-006170,Bronze,116.8,17,8,0.3458823529411765,56.5
CUST-000947,Bronze,192.27,17,8,0.3458823529411765,57.0
CUST-003819,Bronze,143.96,17,8,0.3458823529411765,59.1
CUST-001491,Bronze,82.5,17,8,0.3458823529411765,55.1
CUST-006150,Bronze,155.07,17,8,0.3458823529411765,59.3
CUST-006867,Bronze,89.53,17,8,0.3458823529411765,52.8
CUST-000488,Bronze,89.06,17,8,0.3458823529411765,55.6
CUST-006580,Bronze,238.52,17,8,0.3458823529411765,60.4
CUST-006619,Bronze,164.98,17,8,0.3458823529411765,57.8
CUST-005733,Bronze,154.1,17,8,0.3458823529411765,57.1
CUST-006667,Bronze,108.34,17,8,0.3458823529411765,74.4
CUST-006745,Bronze,297.66,17,8,0.3458823529411765,61.3
CUST-002815,Bronze,248.72,17,8,0.3458823529411765,57.2
CUST-000628,Bronze,133.92,17,8,0.3458823529411765,56.4
CUST-005869,Bronze,155.02,17,8,0.3458823529411765,57.3
CUST-001779,Bronze,155.82,17,8,0.3458823529411765,57.7
CUST-001659,Bronze,238.34,17,8,0.3458823529411765,61.9
CUST-002598,Bronze,185.3,17,8,0.3458823529411765,59.8
CUST-001501,Bronze,110.59,17,8,0.3458823529411765,55.5
CUST-004811,Bronze,135.4,17,8,0.3458823529411765,58.9
CUST-004542,Bronze,196.22,17,8,0.3458823529411765,60.8
CUST-006602,Bronze,286.13,17,8,0.3458823529411765,61.0
CUST-005852,Bronze,121.33,17,8,0.3458823529411765,70.6
CUST-007598,Bronze,164.18,17,8,0.3458823529411765,59.2
CUST-002677,Bronze,105.89,17,8,0.3458823529411765,55.9
CUST-004560,Bronze,177.77,17,8,0.3458823529411765,54.6
CUST-007244,Bronze,129.53,17,8,0.3458823529411765,58.0
CUST-005480,Bronze,74.46,17,8,0.3458823529411765,52.7
CUST-002097,Bronze,101.77,17,8,0.3458823529411765,55.1
CUST-002173,Bronze,208.69,17,8,0.3458823529411765,60.1
CUST-001293,Bronze,222.93,17,8,0.3458823529411765,60.8
CUST-005537,Bronze,134.29,17,8,0.3458823529411765,58.7
CUST-001104,Bronze,81.46,17,8,0.3458823529411765,54.0
CUST-005523,Bronze,234.34,17,8,0.3458823529411765,59.3
CUST-002784,Bronze,321.22,17,8,0.3458823529411765,62.6
CUST-003169,Bronze,119.2,17,8,0.3458823529411765,57.5
CUST-000327,Bronze,302.97,17,8,0.3458823529411765,61.9
CUST-002968,Bronze,138.92,17,8,0.3458823529411765,56.2
CUST-000082,Bronze,162.37,17,8,0.3458823529411765,59.6
CUST-004148,Bronze,86.67,17,8,0.3458823529411765,54.6
CUST-001997,Bronze,110.88,17,8,0.3458823529411765,56.1
CUST-000477,Bronze,157.66,17,8,0.3458823529411765,57.8
CUST-005402,Bronze,311.26,17,8,0.3458823529411765,63.1
CUST-007892,Bronze,197.83,17,8,0.3458823529411765,58.8
CUST-000434,Bronze,228.64,17,8,0.3458823529411765,61.1
CUST-006647,Bronze,233.17,17,8,0.3458823529411765,59.9
CUST-000330,Bronze,115.4,15,7,0.3453333333333333,56.4
CUST-006899,Bronze,78.61,15,7,0.3453333333333333,56.0
CUST-006874,Bronze,143.54,15,7,0.3453333333333333,57.1
CUST-001368,Bronze,132.03,15,7,0.3453333333333333,57.6
CUST-007367,Bronze,137.26,15,7,0.3453333333333333,56.5
CUST-003870,Bronze,193.51,15,7,0.3453333333333333,61.0
CUST-002201,Bronze,116.51,15,7,0.3453333333333333,56.8
CUST-001262,Bronze,259.0,15,7,0.3453333333333333,60.6
CUST-007434,Bronze,95.56,15,7,0.3453333333333333,52.8
CUST-004152,Bronze,87.53,15,7,0.3453333333333333,69.1
CUST-004282,Bronze,204.99,15,7,0.3453333333333333,57.4
CUST-007543,Bronze,89.88,15,7,0.3453333333333333,53.7
CUST-006483,Bronze,230.79,15,7,0.3453333333333333,59.7
CUST-007980,Bronze,227.08,15,7,0.3453333333333333,59.9
CUST-007978,Bronze,225.78,15,7,0.3453333333333333,61.9
CUST-003677,Bronze,229.46,15,7,0.3453333333333333,56.0
CUST-006957,Bronze,180.41,15,7,0.3453333333333333,55.6
CUST-000641,Bronze,52.61,15,7,0.3453333333333333,49.9
CUST-001667,Bronze,231.17,15,7,0.3453333333333333,59.5
CUST-000190,Bronze,163.91,15,7,0.3453333333333333,55.5
CUST-004507,Bronze,67.85,15,7,0.3453333333333333,55.1
CUST-005905,Bronze,145.9,15,7,0.3453333333333333,57.2
CUST-003990,Bronze,136.31,15,7,0.3453333333333333,56.8
CUST-004402,Bronze,258.04,15,7,0.3453333333333333,60.0
CUST-002591,Bronze,166.84,15,7,0.3453333333333333,57.1
CUST-004805,Bronze,84.02,15,7,0.3453333333333333,54.4
CUST-002422,Bronze,133.42,15,7,0.3453333333333333,54.3
CUST-003120,Bronze,96.07,15,7,0.3453333333333333,53.9
CUST-000656,Bronze,203.16,15,7,0.3453333333333333,59.0
CUST-005165,Bronze,178.21,15,7,0.3453333333333333,54.3
CUST-005211,Bronze,161.57,15,7,0.3453333333333333,78.9
CUST-003032,Bronze,168.03,15,7,0.3453333333333333,57.6
CUST-004094,Bronze,297.83,15,7,0.3453333333333333,58.8
CUST-000280,Bronze,122.53,15,7,0.3453333333333333,55.8
CUST-004752,Bronze,192.55,15,7,0.3453333333333333,57.1
CUST-006283,Bronze,235.26,15,7,0.3453333333333333,80.8
CUST-005130,Bronze,126.51,15,7,0.3453333333333333,73.5
CUST-002633,Bronze,145.18,15,7,0.3453333333333333,56.5
CUST-002836,Bronze,145.1,15,7,0.3453333333333333,56.6
CUST-005170,Bronze,69.65,15,7,0.3453333333333333,55.1
CUST-007329,Bronze,148.2,15,7,0.3453333333333333,58.0
CUST-001898,Bronze,208.07,15,7,0.3453333333333333,80.0
CUST-002802,Bronze,128.35,15,7,0.3453333333333333,57.4
CUST-002813,Bronze,117.12,15,7,0.3453333333333333,54.0
CUST-006356,Bronze,182.27,15,7,0.3453333333333333,59.7
CUST-002728,Bronze,78.24,15,7,0.3453333333333333,52.0
CUST-006452,Bronze,215.88,15,7,0.3453333333333333,58.5
CUST-004336,Bronze,223.11,15,7,0.3453333333333333,61.8
CUST-000504,Bronze,114.8,15,7,0.3453333333333333,76.7
CUST-003209,Bronze,98.75,15,7,0.3453333333333333,54.0
CUST-003852,Bronze,317.76,15,7,0.3453333333333333,61.5
CUST-006051,Bronze,226.72,15,7,0.3453333333333333,57.4
CUST-004099,Bronze,100.36,15,7,0.3453333333333333,55.6
CUST-007831,Bronze,152.98,15,7,0.3453333333333333,57.6
CUST-006796,Bronze,121.7,15,7,0.3453333333333333,54.0
CUST-005438,Bronze,153.73,15,7,0.3453333333333333,58.6
CUST-007930,Bronze,191.23,15,7,0.3453333333333333,58.0
CUST-002550,Bronze,103.24,15,7,0.3453333333333333,51.1
CUST-004446,Bronze,182.35,15,7,0.3453333333333333,57.3
CUST-003278,Bronze,331.96,15,7,0.3453333333333333,61.0
CUST-003572,Bronze,146.43,15,7,0.3453333333333333,57.2
CUST-004600,Bronze,155.66,15,7,0.3453333333333333,57.3
CUST-006574,Bronze,131.21,15,7,0.3453333333333333,55.4
CUST-007315,Bronze,117.56,15,7,0.3453333333333333,55.1
CUST-002837,Bronze,210.17,15,7,0.3453333333333333,61.5
CUST-005179,Bronze,121.52,15,7,0.3453333333333333,57.1
CUST-001247,Bronze,172.57,15,7,0.3453333333333333,79.3
CUST-001145,Bronze,278.5,15,7,0.3453333333333333,59.9
CUST-001058,Bronze,240.73,13,6,0.34461538461538466,56.2
CUST-003575,Bronze,141.79,13,6,0.34461538461538466,58.1
CUST-004845,Bronze,142.72,13,6,0.34461538461538466,56.8
CUST-007794,Bronze,102.96,13,6,0.34461538461538466,51.8
CUST-003837,Bronze,156.18,13,6,0.34461538461538466,57.7
CUST-003822,Bronze,144.82,13,6,0.34461538461538466,54.8
CUST-001305,Bronze,93.87,13,6,0.34461538461538466,54.8
CUST-001249,Bronze,242.55,13,6,0.34461538461538466,61.0
CUST-001231,Bronze,107.06,13,6,0.34461538461538466,51.5
CUST-002114,Bronze,112.75,13,6,0.34461538461538466,57.3
CUST-003131,Bronze,185.74,13,6,0.34461538461538466,59.4
CUST-004268,Bronze,175.53,13,6,0.34461538461538466,57.5
CUST-000344,Bronze,94.28,13,6,0.34461538461538466,50.7
CUST-005321,Bronze,94.96,13,6,0.34461538461538466,55.4
CUST-001961,Bronze,120.6,13,6,0.34461538461538466,55.6
CUST-005613,Bronze,88.97,13,6,0.34461538461538466,51.6
CUST-003082,Bronze,151.3,13,6,0.34461538461538466,58.1
CUST-007365,Bronze,196.63,13,6,0.34461538461538466,58.8
CUST-005435,Bronze,269.87,13,6,0.34461538461538466,60.4
CUST-007465,Bronze,180.85,13,6,0.34461538461538466,56.3
CUST-005571,Bronze,132.36,13,6,0.34461538461538466,53.4
CUST-000952,Bronze,80.03,13,6,0.34461538461538466,50.3
CUST-003229,Bronze,241.93,13,6,0.34461538461538466,57.9
CUST-003217,Bronze,99.56,13,6,0.34461538461538466,52.6
CUST-004349,Bronze,160.83,13,6,0.34461538461538466,55.8
CUST-002107,Bronze,126.05,13,6,0.34461538461538466,76.9
CUST-002086,Bronze,223.58,13,6,0.34461538461538466,59.5
CUST-002169,Bronze,124.02,13,6,0.34461538461538466,55.8
CUST-002488,Bronze,257.49,13,6,0.34461538461538466,60.6
CUST-004946,Bronze,113.62,13,6,0.34461538461538466,54.7
CUST-000065,Bronze,132.03,13,6,0.34461538461538466,54.6
CUST-001569,Bronze,109.92,13,6,0.34461538461538466,54.4
CUST-003271,Bronze,401.32,13,6,0.34461538461538466,60.6
CUST-000802,Bronze,81.94,13,6,0.34461538461538466,52.3
CUST-000726,Bronze,252.16,13,6,0.34461538461538466,61.2
CUST-006192,Bronze,255.47,13,6,0.34461538461538466,59.1
CUST-007313,Bronze,151.35,13,6,0.34461538461538466,56.5
CUST-005689,Bronze,109.27,13,6,0.34461538461538466,56.8
CUST-001024,Bronze,143.82,13,6,0.34461538461538466,58.8
CUST-005373,Bronze,116.4,13,6,0.34461538461538466,54.8
CUST-001881,Bronze,139.43,13,6,0.34461538461538466,77.6
CUST-006611,Bronze,93.6,13,6,0.34461538461538466,52.9
CUST-006702,Bronze,116.75,13,6,0.34461538461538466,51.8
CUST-001138,Bronze,137.24,13,6,0.34461538461538466,57.3
CUST-001137,Bronze,100.13,13,6,0.34461538461538466,52.9
CUST-001165,Bronze,90.73,13,6,0.34461538461538466,54.3
CUST-000574,Bronze,110.21,13,6,0.34461538461538466,52.7
CUST-000546,Bronze,130.9,13,6,0.34461538461538466,56.1
CUST-005198,Bronze,102.67,13,6,0.34461538461538466,56.2
CUST-004754,Bronze,205.38,13,6,0.34461538461538466,57.5
CUST-001883,Bronze,166.85,13,6,0.34461538461538466,54.1
CUST-003805,Bronze,123.81,13,6,0.34461538461538466,55.1
CUST-000264,Bronze,319.34,13,6,0.34461538461538466,61.2
CUST-001004,Bronze,317.62,13,6,0.34461538461538466,60.5
CUST-004414,Bronze,220.66,26,12,0.34461538461538466,61.8
CUST-005858,Bronze,227.65,13,6,0.34461538461538466,60.4
CUST-003784,Bronze,231.16,13,6,0.34461538461538466,56.0
CUST-002392,Bronze,144.57,13,6,0.34461538461538466,55.3
CUST-003109,Bronze,196.19,13,6,0.34461538461538466,58.7
CUST-003155,Bronze,165.99,13,6,0.34461538461538466,58.7
CUST-003334,Bronze,82.43,13,6,0.34461538461538466,53.2
CUST-002616,Bronze,246.42,13,6,0.34461538461538466,57.6
CUST-002342,Bronze,161.85,13,6,0.34461538461538466,53.6
CUST-003728,Bronze,157.19,13,6,0.34461538461538466,53.4
CUST-002396,Bronze,184.84,13,6,0.34461538461538466,58.8
CUST-006956,Bronze,101.63,13,6,0.34461538461538466,55.7
CUST-004088,Bronze,122.14,13,6,0.34461538461538466,56.1
CUST-000658,Bronze,152.5,13,6,0.34461538461538466,56.1
CUST-001655,Bronze,101.47,13,6,0.34461538461538466,50.7
CUST-002581,Bronze,225.36,13,6,0.34461538461538466,57.5
CUST-004026,Bronze,106.65,13,6,0.34461538461538466,54.6
CUST-002995,Bronze,169.79,13,6,0.34461538461538466,55.8
CUST-000063,Bronze,150.27,13,6,0.34461538461538466,57.5
CUST-001128,Bronze,68.42,24,11,0.3441666666666667,53.8
CUST-002806,Bronze,101.01,24,11,0.3441666666666667,57.3
CUST-000075,Bronze,166.32,24,11,0.3441666666666667,59.3
CUST-005868,Bronze,71.64,24,11,0.3441666666666667,55.5
CUST-007186,Bronze,185.2,11,5,0.3436363636363637,57.5
CUST-002517,Bronze,155.91,11,5,0.3436363636363637,52.4
CUST-005469,Bronze,142.82,22,10,0.3436363636363637,57.0
CUST-002734,Bronze,127.88,22,10,0.3436363636363637,58.5
CUST-006409,Bronze,83.07,11,5,0.3436363636363637,52.3
CUST-004318,Bronze,174.29,22,10,0.3436363636363637,60.6
CUST-001103,Bronze,171.76,11,5,0.3436363636363637,55.3
CUST-005511,Bronze,123.09,11,5,0.3436363636363637,57.1
CUST-007153,Bronze,128.59,11,5,0.3436363636363637,55.0
CUST-004496,Bronze,121.42,11,5,0.3436363636363637,56.1
CUST-005131,Bronze,107.85,11,5,0.3436363636363637,51.5
CUST-002281,Bronze,71.48,11,5,0.3436363636363637,53.2
CUST-003776,Bronze,377.92,11,5,0.3436363636363637,57.4
CUST-003508,Bronze,131.87,11,5,0.3436363636363637,55.3
CUST-005137,Bronze,161.05,11,5,0.3436363636363637,55.4
CUST-006139,Bronze,97.26,11,5,0.3436363636363637,52.8
CUST-006151,Bronze,224.01,11,5,0.3436363636363637,55.5
CUST-006076,Bronze,139.87,11,5,0.3436363636363637,54.7
CUST-005830,Bronze,110.51,11,5,0.3436363636363637,53.2
CUST-001802,Bronze,90.2,11,5,0.3436363636363637,52.6
CUST-000211,Bronze,300.2,11,5,0.3436363636363637,59.9
CUST-003701,Bronze,171.08,22,10,0.3436363636363637,57.0
CUST-002347,Bronze,178.79,22,10,0.3436363636363637,74.8
CUST-005790,Bronze,201.94,11,5,0.3436363636363637,55.2
CUST-002610,Bronze,64.45,22,10,0.3436363636363637,56.4
CUST-000174,Bronze,59.49,11,5,0.3436363636363637,51.2
CUST-002424,Bronze,235.6,11,5,0.3436363636363637,61.2
CUST-007224,Bronze,109.97,11,5,0.3436363636363637,49.4
CUST-005926,Bronze,196.5,22,10,0.3436363636363637,60.2
CUST-005584,Bronze,145.56,22,10,0.3436363636363637,58.5
CUST-003003,Bronze,237.72,22,10,0.3436363636363637,81.4
CUST-005288,Bronze,100.93,11,5,0.3436363636363637,56.1
CUST-007641,Bronze,134.25,11,5,0.3436363636363637,52.9
CUST-001007,Bronze,455.58,22,10,0.3436363636363637,63.9
CUST-000868,Bronze,104.59,11,5,0.3436363636363637,52.8
CUST-006488,Bronze,182.18,22,10,0.3436363636363637,60.9
CUST-006507,Bronze,98.26,11,5,0.3436363636363637,53.2
CUST-001673,Bronze,235.74,11,5,0.3436363636363637,57.2
CUST-005386,Bronze,104.1,22,10,0.3436363636363637,54.3
CUST-002908,Bronze,102.06,11,5,0.3436363636363637,54.1
CUST-004527,Bronze,110.19,22,10,0.3436363636363637,57.8
CUST-003457,Bronze,94.7,11,5,0.3436363636363637,49.8
CUST-007674,Bronze,149.71,11,5,0.3436363636363637,55.2
CUST-006627,Bronze,120.27,11,5,0.3436363636363637,51.0
CUST-003452,Bronze,198.41,11,5,0.3436363636363637,57.1
CUST-003376,Bronze,262.25,11,5,0.3436363636363637,55.5
CUST-007698,Bronze,191.92,22,10,0.3436363636363637,77.9
CUST-002629,Bronze,210.04,11,5,0.3436363636363637,56.7
CUST-004588,Bronze,227.67,11,5,0.3436363636363637,59.0
CUST-000874,Bronze,156.14,11,5,0.3436363636363637,58.3
CUST-002328,Bronze,136.04,11,5,0.3436363636363637,52.8
CUST-002411,Bronze,183.84,11,5,0.3436363636363637,59.7
CUST-002189,Bronze,133.52,11,5,0.3436363636363637,54.5
CUST-006591,Bronze,170.26,22,10,0.3436363636363637,58.2
CUST-000786,Bronze,102.01,11,5,0.3436363636363637,51.3
CUST-000864,Bronze,194.53,11,5,0.3436363636363637,53.0
CUST-004882,Bronze,174.53,11,5,0.3436363636363637,57.4
CUST-005298,Bronze,118.47,11,5,0.3436363636363637,75.9
CUST-006140,Bronze,166.14,11,5,0.3436363636363637,55.1
CUST-003703,Bronze,239.82,22,10,0.3436363636363637,61.5
CUST-002451,Bronze,290.82,11,5,0.3436363636363637,58.1
CUST-004380,Bronze,66.47,22,10,0.3436363636363637,54.2
CUST-000518,Bronze,123.71,11,5,0.3436363636363637,53.3
CUST-007963,Bronze,377.78,11,5,0.3436363636363637,61.2
CUST-007295,Bronze,108.95,22,10,0.3436363636363637,50.9
CUST-000131,Bronze,224.39,22,10,0.3436363636363637,61.6
CUST-003607,Bronze,109.92,11,5,0.3436363636363637,52.5
CUST-007855,Bronze,119.52,22,10,0.3436363636363637,56.2
CUST-007979,Bronze,255.67,11,5,0.3436363636363637,59.4
CUST-000900,Bronze,120.66,11,5,0.3436363636363637,55.0
CUST-005710,Bronze,101.76,11,5,0.3436363636363637,49.1
CUST-002190,Bronze,76.52,20,9,0.343,52.2
CUST-007290,Bronze,108.2,20,9,0.343,57.4
CUST-006232,Bronze,195.78,20,9,0.343,60.2
CUST-007907,Bronze,317.48,20,9,0.343,60.2
CUST-000085,Bronze,238.69,20,9,0.343,61.5
CUST-007868,Bronze,194.61,20,9,0.343,59.0
CUST-003219,Bronze,158.85,20,9,0.343,58.4
CUST-005568,Bronze,261.29,20,9,0.343,61.6
CUST-005483,Bronze,363.55,20,9,0.343,64.2
CUST-004543,Bronze,89.88,20,9,0.343,56.8
CUST-001716,Bronze,133.26,20,9,0.343,56.9
CUST-003323,Bronze,190.7,20,9,0.343,59.1
CUST-001352,Bronze,148.42,20,9,0.343,59.5
CUST-002864,Bronze,134.3,20,9,0.343,77.7
CUST-005397,Bronze,206.37,20,9,0.343,58.4
CUST-001131,Bronze,87.79,20,9,0.343,55.3
CUST-004064,Bronze,91.11,20,9,0.343,74.7
CUST-003210,Bronze,178.01,20,9,0.343,59.5
CUST-007050,Bronze,109.56,20,9,0.343,56.7
CUST-006838,Bronze,293.57,20,9,0.343,60.4
CUST-006998,Bronze,259.53,20,9,0.343,81.3
CUST-002504,Bronze,111.55,20,9,0.343,55.7
CUST-005914,Bronze,87.84,20,9,0.343,56.2
CUST-003949,Bronze,209.72,20,9,0.343,61.4
CUST-000204,Bronze,212.82,20,9,0.343,55.8
CUST-006288,Bronze,160.35,20,9,0.343,59.8
CUST-000101,Bronze,78.65,20,9,0.343,56.0
CUST-000909,Bronze,107.88,20,9,0.343,56.5
CUST-000440,Bronze,147.03,20,9,0.343,71.8
CUST-000839,Bronze,244.97,20,9,0.343,61.1
CUST-006163,Bronze,168.86,20,9,0.343,59.4
CUST-007997,Bronze,175.8,18,8,0.3422222222222222,58.2
CUST-000206,Bronze,178.13,9,4,0.3422222222222222,56.1
CUST-005801,Bronze,213.23,9,4,0.3422222222222222,55.3
CUST-001813,Bronze,193.96,18,8,0.3422222222222222,59.0
CUST-001066,Bronze,106.48,18,8,0.3422222222222222,54.3
CUST-006550,Bronze,150.71,9,4,0.3422222222222222,55.4
CUST-002874,Bronze,168.23,9,4,0.3422222222222222,57.1
CUST-006527,Bronze,343.45,9,4,0.3422222222222222,55.0
CUST-001111,Bronze,205.11,18,8,0.3422222222222222,59.0
CUST-006661,Bronze,82.18,18,8,0.3422222222222222,52.3
CUST-004216,Bronze,76.74,9,4,0.3422222222222222,47.9
CUST-006686,Bronze,66.83,18,8,0.3422222222222222,54.1
CUST-006290,Bronze,147.85,18,8,0.3422222222222222,56.7
CUST-001253,Bronze,158.98,9,4,0.3422222222222222,49.6
CUST-005890,Bronze,171.73,18,8,0.3422222222222222,57.9
CUST-003997,Bronze,151.04,9,4,0.3422222222222222,55.0
CUST-004245,Bronze,73.61,18,8,0.3422222222222222,53.9
CUST-000235,Bronze,228.9,9,4,0.3422222222222222,57.2
CUST-003288,Bronze,98.01,18,8,0.3422222222222222,54.9
CUST-004067,Bronze,183.38,18,8,0.3422222222222222,57.4
CUST-007649,Bronze,92.54,9,4,0.3422222222222222,66.1
CUST-002388,Bronze,82.54,9,4,0.3422222222222222,50.6
CUST-006063,Bronze,181.37,18,8,0.3422222222222222,58.7
CUST-006067,Bronze,196.59,18,8,0.3422222222222222,61.1
CUST-005172,Bronze,161.57,18,8,0.3422222222222222,56.8
CUST-003916,Bronze,64.29,9,4,0.3422222222222222,51.8
CUST-004730,Bronze,125.53,18,8,0.3422222222222222,57.7
CUST-006576,Bronze,155.89,18,8,0.3422222222222222,54.7
CUST-003745,Bronze,236.66,18,8,0.3422222222222222,71.5
CUST-005786,Bronze,129.51,18,8,0.3422222222222222,56.3
CUST-005766,Bronze,263.24,9,4,0.3422222222222222,58.5
CUST-003547,Bronze,137.48,18,8,0.3422222222222222,75.8
CUST-001557,Bronze,116.13,18,8,0.3422222222222222,55.9
CUST-007496,Bronze,193.47,18,8,0.3422222222222222,60.1
CUST-004260,Bronze,104.5,18,8,0.3422222222222222,52.4
CUST-000729,Bronze,193.45,18,8,0.3422222222222222,60.2
CUST-002151,Bronze,198.94,9,4,0.3422222222222222,57.9
CUST-007203,Bronze,183.26,18,8,0.3422222222222222,60.7
CUST-002001,Bronze,160.92,18,8,0.3422222222222222,79.0
CUST-002004,Bronze,131.85,9,4,0.3422222222222222,54.5
CUST-003307,Bronze,131.24,18,8,0.3422222222222222,56.3
CUST-005660,Bronze,186.05,18,8,0.3422222222222222,58.2
