customer_id,signup_date,region,tier,lifetime_value,base_churn_prob
CUST-001179,2024-03-15,Europe,Bronze,139.03,0.28
CUST-001180,2024-01-04,North America,Bronze,112.34,0.28
CUST-001181,2026-04-26,Asia Pacific,Bronze,87.14,0.28
CUST-001182,2025-10-07,North America,Bronze,120.06,0.28
CUST-001183,2024-04-27,Latin America,Silver,372.37,0.18
CUST-001184,2026-05-30,Asia Pacific,Silver,263.25,0.18
CUST-001185,2025-08-28,Europe,Gold,701.72,0.1
CUST-001186,2025-05-18,Europe,Silver,194.9,0.18
CUST-001187,2025-07-27,North America,Bronze,168.79,0.28
CUST-001188,2025-03-16,North America,Silver,665.45,0.18
CUST-001189,2024-07-12,Latin America,Bronze,150.97,0.28
CUST-001190,2026-04-26,Latin America,Bronze,127.6,0.28
CUST-001191,2025-12-15,North America,Bronze,86.02,0.28
CUST-001192,2025-01-26,Europe,Bronze,62.1,0.28
CUST-001193,2024-01-26,Asia Pacific,Silver,444.1,0.18
CUST-001194,2025-03-10,Europe,Silver,575.66,0.18
CUST-001195,2024-06-21,North America,Gold,860.16,0.1
CUST-001196,2024-10-26,North America,Gold,1830.31,0.1
CUST-001197,2025-10-06,North America,Bronze,113.87,0.28
CUST-001198,2024-11-21,Asia Pacific,Bronze,231.51,0.28
CUST-001199,2025-02-13,Europe,Bronze,109.76,0.28
CUST-001200,2024-04-27,Europe,Bronze,51.7,0.28
CUST-001201,2026-04-15,Latin America,Bronze,192.71,0.28
CUST-001202,2026-02-25,Europe,Bronze,103.7,0.28
CUST-001203,2025-12-24,Latin America,Silver,242.81,0.18
CUST-001204,2024-08-12,Europe,Silver,545.6,0.18
CUST-001205,2025-06-15,North America,Silver,315.29,0.18
CUST-001206,2024-04-22,Latin America,Silver,255.72,0.18
CUST-001207,2024-05-19,Europe,Silver,760.37,0.18
CUST-001208,2025-07-12,North America,Silver,414.61,0.18
CUST-001209,2024-01-01,North America,Silver,253.46,0.18
CUST-001210,2024-03-30,North America,Bronze,124.63,0.28
CUST-001211,2025-10-15,Europe,Silver,1056.03,0.18
CUST-001212,2024-11-15,Latin America,Silver,470.69,0.18
CUST-001213,2025-07-03,Latin America,Bronze,116.04,0.28
CUST-001214,2026-03-15,Latin America,Bronze,183.31,0.28
CUST-001215,2024-05-18,North America,Bronze,125.07,0.28
CUST-001216,2025-05-25,Europe,Silver,367.05,0.18
CUST-001217,2026-05-17,North America,Gold,922.91,0.1
CUST-001218,2026-04-24,Latin America,Bronze,211.08,0.28
CUST-001219,2024-09-15,Europe,Bronze,162.15,0.28
CUST-001220,2025-11-03,Europe,Platinum,6182.12,0.05
CUST-001221,2025-11-20,Asia Pacific,Bronze,169.59,0.28
CUST-001222,2024-01-10,Europe,Bronze,276.35,0.28
CUST-001223,2024-09-17,North America,Bronze,194.55,0.28
CUST-001224,2025-10-11,Middle East & Africa,Silver,405.56,0.18
CUST-001225,2024-06-20,Middle East & Africa,Silver,426.28,0.18
CUST-001226,2024-01-13,North America,Bronze,311.62,0.28
CUST-001227,2024-06-16,Europe,Platinum,5896.09,0.05
CUST-001228,2025-10-03,Middle East & Africa,Silver,835.43,0.18
CUST-001229,2025-08-18,North America,Bronze,100.25,0.28
CUST-001230,2024-11-16,Europe,Silver,212.55,0.18
CUST-001231,2024-11-14,North America,Bronze,107.06,0.28
CUST-001232,2025-09-04,Europe,Silver,480.79,0.18
CUST-001233,2024-11-24,North America,Bronze,115.86,0.28
CUST-001234,2026-02-23,Europe,Silver,454.96,0.18
CUST-001235,2026-02-15,North America,Bronze,125.23,0.28
CUST-001236,2025-07-03,Europe,Gold,592.41,0.1
CUST-001237,2025-02-22,Middle East & Africa,Bronze,178.07,0.28
CUST-001238,2025-08-28,Asia Pacific,Silver,455.59,0.18
CUST-001239,2024-04-04,Asia Pacific,Bronze,255.28,0.28
CUST-001240,2026-03-27,Europe,Gold,1279.24,0.1
CUST-001241,2025-08-03,North America,Gold,1641.12,0.1
CUST-001242,2024-11-13,North America,Bronze,108.09,0.28
CUST-001243,2024-08-23,Latin America,Platinum,4021.14,0.05
CUST-001244,2024-11-29,Europe,Bronze,207.28,0.28
CUST-001245,2025-01-10,North America,Silver,562.16,0.18
CUST-001246,2025-04-03,Asia Pacific,Silver,411.01,0.18
CUST-001247,2024-05-16,North America,Bronze,172.57,0.28
CUST-001248,2025-08-10,North America,Platinum,4490.04,0.05
CUST-001249,2025-06-30,Middle East & Africa,Bronze,242.55,0.28
CUST-001250,2025-05-27,Latin America,Bronze,119.84,0.28
CUST-001251,2024-10-22,Europe,Gold,767.66,0.1
CUST-001252,2024-11-15,Middle East & Africa,Silver,322.7,0.18
CUST-001253,2025-07-25,Asia Pacific,Bronze,158.98,0.28
CUST-001254,2026-04-11,Asia Pacific,Bronze,150.26,0.28
CUST-001255,2024-12-14,North America,Silver,578.35,0.18
CUST-001256,2026-04-19,North America,Bronze,209.13,0.28
CUST-001257,2026-02-17,Europe,Gold,564.53,0.1
CUST-001258,2026-05-22,Latin America,Silver,371.23,0.18
CUST-001259,2024-08-16,Europe,Bronze,163.29,0.28
CUST-001260,2024-09-26,North America,Bronze,234.32,0.28
CUST-001261,2026-04-07,North America,Silver,440.49,0.18
CUST-001262,2026-03-08,Asia Pacific,Bronze,259.0,0.28
CUST-001263,2024-10-17,North America,Gold,1496.12,0.1
CUST-001264,2025-12-25,Europe,Platinum,4075.83,0.05
CUST-001265,2024-06-13,North America,Silver,430.59,0.18
CUST-001266,2024-01-05,North America,Bronze,148.53,0.28
CUST-001267,2026-04-30,Asia Pacific,Bronze,171.22,0.28
CUST-001268,2025-01-13,Asia Pacific,Silver,416.17,0.18
CUST-001269,2024-03-18,North America,Silver,702.24,0.18
CUST-001270,2025-02-13,North America,Silver,639.75,0.18
CUST-001271,2025-07-27,Asia Pacific,Bronze,242.22,0.28
CUST-001272,2024-05-11,North America,Gold,791.65,0.1
CUST-001273,2025-08-23,Europe,Bronze,97.66,0.28
CUST-001274,2026-01-18,Middle East & Africa,Silver,546.98,0.18
CUST-001275,2024-02-11,North America,Gold,1161.92,0.1
CUST-001276,2024-03-29,Latin America,Silver,499.09,0.18
CUST-001277,2025-02-05,North America,Bronze,95.93,0.28
CUST-001278,2024-10-22,Europe,Silver,251.15,0.18
CUST-001279,2026-04-19,Europe,Bronze,164.62,0.28
CUST-001280,2024-10-21,Middle East & Africa,Gold,885.47,0.1
CUST-001281,2025-09-07,North America,Bronze,199.59,0.28
CUST-001282,2025-06-09,Europe,Bronze,117.27,0.28
CUST-001283,2026-03-10,Middle East & Africa,Bronze,105.18,0.28
CUST-001284,2025-11-21,Europe,Gold,484.64,0.1
CUST-001285,2025-09-28,Europe,Silver,741.2,0.18
CUST-001286,2025-02-25,North America,Silver,594.83,0.18
CUST-001287,2026-05-14,Asia Pacific,Silver,247.39,0.18
CUST-001288,2024-01-23,North America,Gold,539.74,0.1
CUST-001289,2025-07-28,North America,Bronze,118.13,0.28
CUST-001290,2024-05-22,Europe,Silver,657.32,0.18
CUST-001291,2025-10-26,North America,Silver,364.46,0.18
CUST-001292,2024-05-24,Middle East & Africa,Bronze,138.07,0.28
CUST-001293,2024-08-12,Latin America,Bronze,222.93,0.28
CUST-001294,2025-05-17,Asia Pacific,Bronze,101.02,0.28
CUST-001295,2026-03-31,Asia Pacific,Bronze,114.18,0.28
CUST-001296,2025-09-07,Asia Pacific,Bronze,163.77,0.28
CUST-001297,2024-04-13,North America,Bronze,134.1,0.28
CUST-001298,2024-02-08,Asia Pacific,Silver,316.83,0.18
CUST-001299,2024-07-16,North America,Bronze,199.05,0.28
CUST-001300,2025-10-07,North America,Bronze,184.52,0.28
CUST-001301,2025-08-01,Asia Pacific,Gold,1673.96,0.1
CUST-001302,2025-01-25,Europe,Silver,423.23,0.18
CUST-001303,2024-06-27,Latin America,Bronze,74.16,0.28
CUST-001304,2025-07-07,North America,Silver,451.94,0.18
CUST-001305,2025-03-23,Europe,Bronze,93.87,0.28
CUST-001306,2025-05-14,North America,Bronze,66.68,0.28
CUST-001307,2024-01-15,Europe,Bronze,134.39,0.28
CUST-001308,2025-09-14,Asia Pacific,Platinum,3645.41,0.05
CUST-001309,2025-10-30,Europe,Silver,852.83,0.18
CUST-001310,2024-10-15,North America,Gold,740.88,0.1
CUST-001311,2025-04-22,North America,Platinum,4588.64,0.05
CUST-001312,2024-08-18,North America,Platinum,1846.32,0.05
CUST-001313,2025-02-23,Europe,Silver,747.92,0.18
CUST-001314,2024-06-05,Latin America,Silver,340.01,0.18
CUST-001315,2025-07-03,North America,Bronze,131.2,0.28
CUST-001316,2025-03-16,Asia Pacific,Bronze,131.87,0.28
CUST-001317,2024-04-06,Latin America,Silver,609.62,0.18
CUST-001318,2025-02-14,Europe,Silver,251.91,0.18
CUST-001319,2024-10-15,Asia Pacific,Platinum,3260.24,0.05
CUST-001320,2024-09-10,Asia Pacific,Bronze,116.06,0.28
CUST-001321,2024-07-14,North America,Silver,1084.06,0.18
CUST-001322,2025-08-20,North America,Silver,291.56,0.18
CUST-001323,2026-04-13,North America,Bronze,53.4,0.28
CUST-001324,2025-06-05,Middle East & Africa,Silver,886.33,0.18
CUST-001325,2025-05-31,Latin America,Silver,547.73,0.18
CUST-001326,2025-09-26,Asia Pacific,Silver,328.42,0.18
CUST-001327,2026-04-21,North America,Silver,444.24,0.18
CUST-001328,2026-05-14,Europe,Bronze,108.88,0.28
CUST-001329,2024-04-27,North America,Silver,205.71,0.18
CUST-001330,2026-03-16,North America,Silver,421.38,0.18
CUST-001331,2024-06-07,Europe,Silver,420.18,0.18
CUST-001332,2026-03-25,Middle East & Africa,Silver,515.42,0.18
CUST-001333,2024-08-15,Latin America,Bronze,101.64,0.28
CUST-001334,2026-05-26,Asia Pacific,Bronze,110.03,0.28
CUST-001335,2024-08-03,North America,Bronze,129.03,0.28
CUST-001336,2025-11-26,North America,Bronze,101.32,0.28
CUST-001337,2024-01-15,North America,Silver,709.07,0.18
CUST-001338,2024-06-05,Asia Pacific,Gold,1685.35,0.1
CUST-001339,2025-10-09,Asia Pacific,Bronze,122.03,0.28
CUST-001340,2024-09-17,Europe,Bronze,185.76,0.28
CUST-001341,2024-06-05,Europe,Bronze,91.41,0.28
CUST-001342,2024-02-16,North America,Bronze,124.72,0.28
CUST-001343,2024-11-19,North America,Silver,808.09,0.18
CUST-001344,2026-04-23,Europe,Gold,1553.75,0.1
CUST-001345,2025-11-15,North America,Gold,1347.1,0.1
CUST-001346,2024-05-09,Europe,Bronze,129.96,0.28
CUST-001347,2025-02-14,Latin America,Platinum,3441.78,0.05
CUST-001348,2024-04-04,Europe,Bronze,83.37,0.28
CUST-001349,2025-09-18,North America,Silver,395.4,0.18
CUST-001350,2026-01-24,North America,Silver,523.04,0.18
CUST-001351,2024-10-18,Europe,Silver,445.27,0.18
CUST-001352,2026-03-04,Europe,Bronze,148.42,0.28
CUST-001353,2026-03-21,Europe,Bronze,115.45,0.28
CUST-001354,2024-10-09,Europe,Silver,312.98,0.18
CUST-001355,2024-03-09,Europe,Bronze,100.58,0.28
CUST-001356,2025-10-21,Asia Pacific,Bronze,135.62,0.28
CUST-001357,2024-01-11,North America,Silver,603.62,0.18
CUST-001358,2024-09-10,Asia Pacific,Silver,319.21,0.18
CUST-001359,2026-04-21,North America,Silver,457.4,0.18
CUST-001360,2026-05-21,North America,Bronze,150.93,0.28
CUST-001361,2025-07-03,Europe,Gold,1740.85,0.1
CUST-001362,2024-05-13,Europe,Bronze,150.81,0.28
CUST-001363,2025-12-12,Latin America,Gold,661.78,0.1
CUST-001364,2024-01-23,Asia Pacific,Bronze,350.93,0.28
CUST-001365,2026-03-25,Latin America,Silver,663.76,0.18
CUST-001366,2024-12-11,Latin America,Gold,1455.86,0.1
CUST-001367,2024-10-28,Europe,Bronze,119.16,0.28
CUST-001368,2024-12-28,Europe,Bronze,132.03,0.28
CUST-001369,2025-01-30,Europe,Bronze,84.92,0.28
CUST-001370,2024-08-05,Middle East & Africa,Bronze,131.25,0.28
CUST-001371,2024-05-20,Asia Pacific,Silver,482.76,0.18
CUST-001372,2025-09-07,North America,Bronze,148.49,0.28
CUST-001373,2024-07-28,Asia Pacific,Gold,2418.98,0.1
CUST-001374,2025-09-14,North America,Silver,588.54,0.18
CUST-001375,2025-09-07,Europe,Bronze,221.42,0.28
CUST-001376,2026-04-07,North America,Gold,1489.42,0.1
CUST-001377,2025-11-13,Asia Pacific,Bronze,160.08,0.28
CUST-001378,2025-04-04,Latin America,Bronze,179.93,0.28
CUST-001379,2024-12-21,North America,Bronze,67.83,0.28
CUST-001380,2024-11-19,North America,Silver,405.49,0.18
CUST-001381,2024-05-12,North America,Bronze,85.76,0.28
CUST-001382,2026-03-15,Asia Pacific,Silver,280.69,0.18
CUST-001383,2026-04-19,North America,Bronze,241.79,0.28
CUST-001384,2024-05-06,North America,Platinum,2275.38,0.05
CUST-001385,2024-04-15,North America,Silver,265.01,0.18
CUST-001386,2025-08-26,Europe,Bronze,175.29,0.28
CUST-001387,2026-03-09,North America,Silver,437.81,0.18
CUST-001388,2025-01-12,Asia Pacific,Silver,537.94,0.18
CUST-001389,2024-02-20,North America,Bronze,302.78,0.28
CUST-001390,2024-01-29,Asia Pacific,Bronze,188.62,0.28
CUST-001391,2025-04-06,North America,Bronze,80.67,0.28
CUST-001392,2024-10-22,Europe,Gold,1742.78,0.1
CUST-001393,2024-10-23,North America,Silver,412.1,0.18
CUST-001394,2025-12-26,Asia Pacific,Bronze,160.42,0.28
CUST-001395,2026-02-17,Latin America,Bronze,77.42,0.28
CUST-001396,2025-02-10,Latin America,Silver,550.35,0.18
CUST-001397,2026-02-07,Europe,Silver,267.38,0.18
CUST-001398,2026-03-24,Europe,Silver,557.21,0.18
CUST-001399,2025-09-04,Asia Pacific,Platinum,2621.16,0.05
CUST-001400,2025-02-08,Asia Pacific,Bronze,200.24,0.28
CUST-001401,2024-12-11,North America,Bronze,89.35,0.28
CUST-001402,2025-09-13,Asia Pacific,Bronze,80.34,0.28
CUST-001403,2025-02-23,Europe,Gold,966.35,0.1
CUST-001404,2024-06-30,North America,Bronze,166.86,0.28
CUST-001405,2026-04-04,North America,Bronze,94.88,0.28
CUST-001406,2024-01-01,North America,Silver,488.23,0.18
CUST-001407,2026-04-10,Europe,Bronze,212.81,0.28
CUST-001408,2025-07-20,North America,Bronze,88.34,0.28
CUST-001409,2025-01-05,North America,Silver,488.53,0.18
CUST-001410,2025-10-22,North America,Bronze,186.15,0.28
CUST-001411,2025-03-06,Europe,Bronze,138.86,0.28
CUST-001412,2024-11-04,Asia Pacific,Silver,435.4,0.18
CUST-001413,2024-05-16,North America,Bronze,85.38,0.28
CUST-001414,2024-07-20,North America,Bronze,178.68,0.28
CUST-001415,2025-03-11,North America,Platinum,3586.76,0.05
CUST-001416,2024-11-08,Latin America,Bronze,159.32,0.28
CUST-001417,2024-04-26,Europe,Silver,1027.74,0.18
CUST-001418,2025-10-27,Europe,Bronze,138.1,0.28
CUST-001419,2026-03-13,North America,Silver,511.99,0.18
CUST-001420,2025-07-28,Asia Pacific,Bronze,251.11,0.28
CUST-001421,2024-08-31,Europe,Bronze,147.13,0.28
CUST-001422,2025-06-20,North America,Bronze,112.62,0.28
CUST-001423,2025-08-24,North America,Silver,527.74,0.18
CUST-001424,2024-03-15,Europe,Silver,342.15,0.18
CUST-001425,2026-03-16,Asia Pacific,Bronze,242.35,0.28
CUST-001426,2025-01-20,Latin America,Platinum,4300.15,0.05
CUST-001427,2024-07-28,Europe,Bronze,106.29,0.28
CUST-001428,2025-04-19,Asia Pacific,Silver,273.25,0.18
CUST-001429,2025-02-21,North America,Bronze,159.68,0.28
CUST-001430,2024-12-12,Europe,Silver,498.42,0.18
CUST-001431,2025-06-12,Asia Pacific,Gold,729.37,0.1
CUST-001432,2025-10-01,North America,Silver,616.18,0.18
CUST-001433,2026-05-25,Latin America,Bronze,195.73,0.28
CUST-001434,2026-02-01,North America,Bronze,171.96,0.28
CUST-001435,2024-06-27,North America,Gold,1624.9,0.1
CUST-001436,2024-06-30,Europe,Bronze,100.96,0.28
CUST-001437,2025-10-25,Europe,Bronze,103.34,0.28
CUST-001438,2024-01-25,Asia Pacific,Bronze,135.2,0.28
CUST-001439,2024-06-28,North America,Bronze,116.38,0.28
CUST-001440,2025-12-10,Asia Pacific,Bronze,183.37,0.28
CUST-001441,2025-05-15,Europe,Gold,1656.2,0.1
CUST-001442,2026-05-05,Europe,Silver,339.63,0.18
CUST-001443,2024-06-09,Middle East & Africa,Silver,318.02,0.18
CUST-001444,2024-06-25,Asia Pacific,Bronze,211.15,0.28
CUST-001445,2024-10-11,North America,Silver,303.82,0.18
CUST-001446,2024-03-03,Asia Pacific,Silver,401.43,0.18
CUST-001447,2025-10-23,North America,Silver,300.45,0.18
CUST-001448,2025-10-27,North America,Bronze,118.38,0.28
CUST-001449,2024-06-04,Europe,Platinum,1915.94,0.05
CUST-001450,2025-04-13,Middle East & Africa,Silver,751.53,0.18
CUST-001451,2024-02-18,North America,Gold,1799.03,0.1
CUST-001452,2026-04-28,Asia Pacific,Bronze,108.62,0.28
CUST-001453,2024-03-24,North America,Bronze,180.52,0.28
CUST-001454,2024-12-26,Asia Pacific,Bronze,84.47,0.28
CUST-001455,2025-11-19,Europe,Gold,1538.83,0.1
CUST-001456,2024-05-27,Asia Pacific,Bronze,105.32,0.28
CUST-001457,2025-09-21,North America,Gold,1952.97,0.1
CUST-001458,2024-12-07,Asia Pacific,Gold,1472.12,0.1
CUST-001459,2025-04-20,Middle East & Africa,Silver,388.79,0.18
CUST-001460,2024-03-03,Asia Pacific,Silver,382.21,0.18
CUST-001461,2025-12-01,Europe,Silver,476.77,0.18
CUST-001462,2024-12-25,Latin America,Silver,310.96,0.18
CUST-001463,2025-07-14,North America,Bronze,235.24,0.28
CUST-001464,2024-11-22,Asia Pacific,Silver,508.59,0.18
CUST-001465,2026-02-07,Latin America,Gold,1764.85,0.1
CUST-001466,2026-01-05,North America,Bronze,56.31,0.28
CUST-001467,2024-05-20,Europe,Platinum,3522.58,0.05
CUST-001468,2024-08-02,North America,Bronze,165.65,0.28
CUST-001469,2025-03-10,Europe,Bronze,149.79,0.28
CUST-001470,2025-12-23,Europe,Bronze,151.36,0.28
CUST-001471,2024-11-13,North America,Bronze,131.92,0.28
CUST-001472,2024-02-01,Europe,Gold,2960.24,0.1
CUST-001473,2025-10-31,North America,Gold,1322.63,0.1
CUST-001474,2024-10-11,Europe,Gold,1260.25,0.1
CUST-001475,2024-10-31,North America,Platinum,5090.58,0.05
CUST-001476,2025-03-04,Latin America,Bronze,119.94,0.28
CUST-001477,2025-04-21,North America,Bronze,89.61,0.28
CUST-001478,2024-10-12,Latin America,Silver,646.85,0.18
CUST-001479,2024-05-23,Europe,Gold,1050.13,0.1
CUST-001480,2025-02-27,North America,Bronze,258.51,0.28
CUST-001481,2024-01-19,Asia Pacific,Platinum,5882.41,0.05
CUST-001482,2024-01-18,Europe,Silver,177.72,0.18
CUST-001483,2026-02-07,Europe,Platinum,3602.75,0.05
CUST-001484,2025-08-12,North America,Bronze,230.74,0.28
CUST-001485,2025-01-05,Europe,Silver,222.99,0.18
CUST-001486,2024-06-23,North America,Gold,1389.22,0.1
CUST-001487,2024-07-12,North America,Gold,1561.24,0.1
CUST-001488,2025-05-16,Europe,Bronze,146.75,0.28
CUST-001489,2024-04-22,North America,Gold,1177.39,0.1
CUST-001490,2024-04-23,North America,Gold,1937.98,0.1
CUST-001491,2024-08-09,North America,Bronze,82.5,0.28
CUST-001492,2025-11-08,North America,Bronze,209.16,0.28
CUST-001493,2026-04-10,North America,Silver,540.75,0.18
CUST-001494,2025-10-05,Middle East & Africa,Silver,757.43,0.18
CUST-001495,2024-09-20,North America,Silver,307.97,0.18
CUST-001496,2024-02-24,Europe,Bronze,270.78,0.28
CUST-001497,2026-05-20,North America,Silver,258.24,0.18
CUST-001498,2025-10-04,Latin America,Silver,394.29,0.18
CUST-001499,2026-03-10,North America,Bronze,94.19,0.28
CUST-001500,2026-02-16,Middle East & Africa,Silver,601.33,0.18
CUST-001501,2025-04-02,Europe,Bronze,110.59,0.28
CUST-001502,2026-05-27,North America,Bronze,236.16,0.28
CUST-001503,2024-06-10,Latin America,Silver,229.06,0.18
CUST-001504,2025-01-14,Europe,Platinum,2928.99,0.05
CUST-001505,2024-03-27,North America,Bronze,306.44,0.28
CUST-001506,2024-02-24,Asia Pacific,Bronze,110.65,0.28
CUST-001507,2025-04-20,Latin America,Bronze,229.15,0.28
CUST-001508,2026-03-10,Europe,Bronze,198.18,0.28
CUST-001509,2024-06-26,North America,Bronze,88.91,0.28
CUST-001510,2025-01-25,Asia Pacific,Silver,489.7,0.18
CUST-001511,2024-12-14,Asia Pacific,Bronze,276.47,0.28
CUST-001512,2024-01-08,Latin America,Platinum,2970.6,0.05
CUST-001513,2026-04-12,Asia Pacific,Bronze,113.82,0.28
CUST-001514,2024-11-08,North America,Gold,1368.49,0.1
CUST-001515,2026-01-28,Latin America,Gold,1101.21,0.1
CUST-001516,2026-04-14,North America,Silver,247.36,0.18
CUST-001517,2025-03-18,North America,Bronze,137.26,0.28
CUST-001518,2026-02-05,Europe,Silver,370.6,0.18
CUST-001519,2024-11-23,Europe,Silver,426.51,0.18
CUST-001520,2024-02-23,North America,Gold,458.86,0.1
CUST-001521,2026-01-30,Asia Pacific,Silver,520.6,0.18
CUST-001522,2024-08-26,Europe,Bronze,78.03,0.28
CUST-001523,2024-08-16,Europe,Gold,1617.69,0.1
CUST-001524,2025-08-01,Asia Pacific,Platinum,5374.18,0.05
CUST-001525,2024-02-20,Europe,Silver,203.37,0.18
CUST-001526,2025-08-31,North America,Gold,2014.41,0.1
CUST-001527,2025-08-26,North America,Silver,429.45,0.18
CUST-001528,2024-09-20,Middle East & Africa,Silver,692.31,0.18
CUST-001529,2025-02-21,North America,Silver,653.08,0.18
CUST-001530,2026-03-13,Europe,Silver,252.43,0.18
CUST-001531,2024-04-05,Europe,Bronze,106.63,0.28
CUST-001532,2024-03-28,Europe,Silver,858.28,0.18
CUST-001533,2024-03-18,North America,Silver,273.97,0.18
CUST-001534,2024-10-14,Europe,Bronze,173.3,0.28
CUST-001535,2024-04-29,Europe,Bronze,110.86,0.28
CUST-001536,2026-03-24,Middle East & Africa,Gold,835.88,0.1
CUST-001537,2025-05-05,North America,Silver,446.65,0.18
CUST-001538,2025-03-27,Europe,Bronze,360.39,0.28
CUST-001539,2025-05-14,Europe,Gold,1631.59,0.1
CUST-001540,2024-06-13,Europe,Gold,787.29,0.1
CUST-001541,2024-06-30,Asia Pacific,Silver,486.59,0.18
CUST-001542,2025-04-13,North America,Bronze,71.3,0.28
CUST-001543,2026-01-04,North America,Platinum,1420.31,0.05
CUST-001544,2026-04-02,Asia Pacific,Gold,1283.99,0.1
CUST-001545,2024-01-07,Europe,Bronze,199.66,0.28
CUST-001546,2024-11-25,Europe,Bronze,280.07,0.28
CUST-001547,2026-02-13,North America,Bronze,174.13,0.28
CUST-001548,2025-11-03,North America,Silver,451.15,0.18
CUST-001549,2024-05-30,North America,Bronze,130.98,0.28
CUST-001550,2024-03-25,North America,Silver,555.78,0.18
CUST-001551,2024-05-26,Europe,Bronze,92.23,0.28
CUST-001552,2025-09-15,Latin America,Gold,914.86,0.1
CUST-001553,2025-01-15,North America,Bronze,93.5,0.28
CUST-001554,2025-07-01,North America,Silver,364.88,0.18
CUST-001555,2024-10-11,North America,Platinum,2619.17,0.05
CUST-001556,2025-11-30,Europe,Bronze,109.25,0.28
CUST-001557,2024-03-22,North America,Bronze,116.13,0.28
CUST-001558,2025-05-28,Latin America,Gold,1305.58,0.1
CUST-001559,2026-03-25,Asia Pacific,Bronze,249.19,0.28
CUST-001560,2025-12-09,Middle East & Africa,Gold,1346.66,0.1
CUST-001561,2025-06-06,Latin America,Bronze,119.26,0.28
CUST-001562,2026-01-15,Europe,Bronze,178.72,0.28
CUST-001563,2025-01-20,Europe,Gold,1254.1,0.1
CUST-001564,2025-12-07,North America,Silver,481.52,0.18
CUST-001565,2025-04-15,Europe,Silver,445.85,0.18
CUST-001566,2024-04-28,Latin America,Bronze,299.15,0.28
CUST-001567,2025-01-30,North America,Bronze,156.05,0.28
CUST-001568,2025-06-15,Latin America,Gold,958.66,0.1
CUST-001569,2024-09-17,North America,Bronze,109.92,0.28
CUST-001570,2026-03-15,Latin America,Silver,645.36,0.18
CUST-001571,2024-09-12,Latin America,Bronze,93.32,0.28
CUST-001572,2026-01-03,Asia Pacific,Bronze,258.12,0.28
CUST-001573,2024-08-13,Asia Pacific,Gold,557.47,0.1
CUST-001574,2024-02-22,Europe,Gold,1959.78,0.1
CUST-001575,2026-05-16,Asia Pacific,Silver,619.02,0.18
CUST-001576,2025-05-14,Middle East & Africa,Silver,377.44,0.18
CUST-001577,2025-05-20,Asia Pacific,Silver,333.34,0.18
CUST-001578,2026-05-03,Europe,Silver,736.65,0.18
CUST-001579,2024-12-29,Europe,Silver,924.3,0.18
CUST-001580,2024-10-06,Asia Pacific,Bronze,117.35,0.28
CUST-001581,2025-08-15,Europe,Bronze,189.2,0.28
CUST-001582,2025-12-14,Asia Pacific,Platinum,5178.74,0.05
CUST-001583,2024-06-06,Europe,Bronze,190.91,0.28
CUST-001584,2025-09-23,North America,Bronze,153.29,0.28
CUST-001585,2024-02-28,Europe,Silver,385.03,0.18
CUST-001586,2025-12-27,Europe,Silver,502.93,0.18
CUST-001587,2024-05-07,North America,Silver,195.38,0.18
CUST-001588,2026-01-05,North America,Bronze,256.45,0.28
CUST-001589,2025-12-21,Europe,Platinum,1768.37,0.05
CUST-001590,2024-04-24,North America,Silver,321.77,0.18
CUST-001591,2024-07-27,North America,Gold,1048.53,0.1
CUST-001592,2025-06-09,Asia Pacific,Bronze,100.6,0.28
CUST-001593,2025-06-04,Middle East & Africa,Bronze,95.52,0.28
CUST-001594,2025-07-05,Asia Pacific,Bronze,263.6,0.28
CUST-001595,2024-08-24,Middle East & Africa,Bronze,307.72,0.28
CUST-001596,2024-10-07,Asia Pacific,Bronze,278.67,0.28
CUST-001597,2024-12-24,North America,Bronze,209.52,0.28
CUST-001598,2024-07-19,Asia Pacific,Silver,1206.01,0.18
CUST-001599,2026-01-27,Asia Pacific,Silver,404.53,0.18
CUST-001600,2024-10-04,Europe,Gold,1038.12,0.1
CUST-001601,2024-08-22,North America,Bronze,150.68,0.28
CUST-001602,2025-05-08,Asia Pacific,Bronze,265.67,0.28
CUST-001603,2024-01-04,North America,Bronze,189.62,0.28
CUST-001604,2025-10-27,Europe,Bronze,299.35,0.28
CUST-001605,2025-03-17,North America,Bronze,153.97,0.28
CUST-001606,2024-01-29,Europe,Silver,247.11,0.18
CUST-001607,2024-04-18,Europe,Gold,916.7,0.1
CUST-001608,2025-09-01,North America,Gold,1807.99,0.1
CUST-001609,2025-12-27,Europe,Silver,369.22,0.18
CUST-001610,2026-03-15,Europe,Gold,1246.66,0.1
CUST-001611,2024-03-15,Asia Pacific,Silver,496.68,0.18
CUST-001612,2026-04-17,Latin America,Gold,2473.4,0.1
CUST-001613,2024-05-25,Europe,Silver,639.72,0.18
CUST-001614,2024-05-07,Asia Pacific,Silver,591.44,0.18
CUST-001615,2026-05-02,North America,Silver,479.35,0.18
CUST-001616,2024-02-11,North America,Bronze,107.58,0.28
CUST-001617,2024-12-21,North America,Silver,495.86,0.18
CUST-001618,2024-02-10,Europe,Platinum,8356.64,0.05
CUST-001619,2024-02-03,North America,Silver,552.55,0.18
CUST-001620,2024-01-17,North America,Bronze,120.31,0.28
CUST-001621,2025-11-07,Asia Pacific,Bronze,126.87,0.28
CUST-001622,2024-06-01,Asia Pacific,Gold,2116.52,0.1
